0.00 	 8.19e-02 	 4.11e-02 	 1.91e-02
0.00 	 7.15e-02 	 4.14e-02 	 2.22e-02
0.00 	 8.29e-02 	 4.29e-02 	 2.18e-02
0.00 	 1.01e-01 	 4.58e-02 	 1.99e-02
0.71 	 8.76e-02 	 5.27e-02 	 2.40e-02
0.71 	 1.25e-01 	 6.23e-02 	 2.95e-02
0.71 	 8.16e-02 	 6.46e-02 	 3.06e-02
0.71 	 1.02e-01 	 4.94e-02 	 2.90e-02
1.70 	 1.05e-01 	 7.76e-02 	 3.13e-02
1.70 	 1.06e-01 	 8.00e-02 	 3.43e-02
1.70 	 8.43e-02 	 8.56e-02 	 2.52e-02
1.70 	 1.06e-01 	 9.07e-02 	 3.63e-02
2.87 	 1.05e-01 	 4.20e-02 	 2.19e-02
2.87 	 1.06e-01 	 5.36e-02 	 2.54e-02
2.87 	 1.10e-01 	 5.37e-02 	 3.09e-02
2.87 	 1.15e-01 	 5.68e-02 	 3.41e-02
3.81 	 1.21e-01 	 1.25e-01 	 4.91e-02
3.81 	 1.28e-01 	 1.19e-01 	 8.11e-02
3.81 	 9.97e-02 	 1.07e-01 	 7.15e-02
3.81 	 1.45e-01 	 1.06e-01 	 1.06e-01
4.68 	 1.44e-01 	 1.35e-01 	 1.11e-01
4.68 	 1.38e-01 	 1.43e-01 	 1.44e-01
4.68 	 1.28e-01 	 1.27e-01 	 1.24e-01
4.68 	 1.42e-01 	 1.09e-01 	 9.13e-02
5.87 	 1.45e-01 	 1.29e-01 	 1.02e-01
5.87 	 1.31e-01 	 1.16e-01 	 1.19e-01
5.87 	 1.36e-01 	 1.19e-01 	 1.15e-01
5.87 	 1.38e-01 	 1.10e-01 	 1.10e-01
6.99 	 1.25e-01 	 1.24e-01 	 1.27e-01
6.99 	 1.27e-01 	 1.07e-01 	 1.35e-01
6.99 	 1.31e-01 	 1.13e-01 	 1.19e-01
6.99 	 1.13e-01 	 1.24e-01 	 1.13e-01
